NUM_START,NUM_END,NUM_LENGTH,NUM_SPECIAL,NUM_CATEGORY,NUM_SUB_CATEGORY,NUM_ALLOCATEE_OR_ASSIGNEE,NUM_REMARK
"70760000","70769999","8","","Mobile Service 流動服務","","Multibyte Info Technology Limited 博元訊息科技有限公司",""
"70770000","70789999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"70790000","70799999","8","","Mobile Service 流動服務","","** Spare - open for application 備用/供申請使用",""
"70800000","70849999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"70850000","70899999","8","","Mobile Service 流動服務","","** Spare - open for application 備用/供申請使用",""
"70900000","70999999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"71000000","71009999","8","","Paging Service 傳呼服務","","Telecom Digital Data Limited 電訊數碼信息有限公司",""
"71010000","71099999","8","","Mobile Service 流動服務","","** Spare 備用",""
"71100000","71102999","8","","Paging Service 傳呼服務","","** Spare 備用",""
"71103000","71103999","8","","Paging Service 傳呼服務","","Telecom Digital Data Limited 電訊數碼信息有限公司",""
"71104000","71117999","8","","Paging Service 傳呼服務","","** Spare 備用",""
"71118000","71118999","8","","Paging Service 傳呼服務","","Telecom Digital Data Limited 電訊數碼信息有限公司",""
"71119000","71119999","8","","Paging Service 傳呼服務","","Telecom Digital Data Limited 電訊數碼信息有限公司",""
"71120000","71122999","8","","Paging Service 傳呼服務","","** Spare 備用",""
"71123000","71123999","8","","Paging Service 傳呼服務","","Telecom Digital Data Limited 電訊數碼信息有限公司",""
"71124000","71127999","8","","Paging Service 傳呼服務","","** Spare 備用",""
"71128000","71128999","8","","Paging Service 傳呼服務","","Telecom Digital Data Limited 電訊數碼信息有限公司",""
"71129000","71129999","8","","Paging Service 傳呼服務","","** Spare 備用",""
"71130000","71159999","8","","Mobile Service 流動服務","","** Spare 備用",""
"71160000","71160999","8","","Paging Service 傳呼服務","","Telecom Digital Data Limited 電訊數碼信息有限公司",""
"71161000","71161999","8","","Paging Service 傳呼服務","","Telecom Digital Data Limited 電訊數碼信息有限公司",""
"71162000","71162999","8","","Paging Service 傳呼服務","","Telecom Digital Data Limited 電訊數碼信息有限公司",""
"71163000","71163999","8","","Paging Service 傳呼服務","","Telecom Digital Data Limited 電訊數碼信息有限公司",""
"71164000","71164999","8","","Paging Service 傳呼服務","","** Spare 備用",""
"71165000","71165999","8","","Paging Service 傳呼服務","","** Spare - open for application 備用/供申請使用",""
"71166000","71166999","8","","Paging Service 傳呼服務","","Telecom Digital Data Limited 電訊數碼信息有限公司",""
"71167000","71167999","8","","Paging Service 傳呼服務","","** Spare 備用",""
"71168000","71168999","8","","Paging Service 傳呼服務","","Telecom Digital Data Limited 電訊數碼信息有限公司",""
"71169000","71169999","8","","Paging Service 傳呼服務","","** Spare 備用",""
"71170000","71689999","8","","Mobile Service 流動服務","","** Spare 備用",""
"71690000","71699999","8","","Paging Service 傳呼服務","","** Spare - open for application 備用/供申請使用",""
"71700000","71709999","8","","Mobile Service 流動服務","","** Spare 備用",""
"71710000","71719999","8","Y","Mobile Service 流動服務","","** Reserved 預留",""
"71720000","72219999","8","","Mobile Service 流動服務","","** Spare 備用",""
"72220000","72229999","8","","Paging Service 傳呼服務","","Telecom Digital Data Limited 電訊數碼信息有限公司",""
"72230000","72249999","8","","Mobile Service 流動服務","","** Spare 備用",""
"72250000","72259999","8","","Paging Service 傳呼服務","","Telecom Digital Data Limited 電訊數碼信息有限公司",""
"72260000","72379999","8","","Mobile Service 流動服務","","** Spare 備用",""
"72380000","72389999","8","","Paging Service 傳呼服務","","Telecom Digital Data Limited 電訊數碼信息有限公司",""
"72390000","72719999","8","","Mobile Service 流動服務","","** Spare 備用",""
"72720000","72729999","8","Y","Paging Service 傳呼服務","","Telecom Digital Data Limited 電訊數碼信息有限公司",""
"72730000","72879999","8","","Mobile Service 流動服務","","** Spare 備用",""
"72880000","72889999","8","","Paging Service 傳呼服務","","Telecom Digital Data Limited 電訊數碼信息有限公司",""
"72890000","72909999","8","","Mobile Service 流動服務","","** Spare 備用",""
"72910000","72919999","8","","Paging Service 傳呼服務","","** Spare - open for application 備用/供申請使用",""
"72920000","72929999","8","","Mobile Service 流動服務","","** Spare 備用",""
"72930000","72939999","8","","Paging Service 傳呼服務","","** Spare - open for application 備用/供申請使用",""
"72940000","73049999","8","","Mobile Service 流動服務","","** Spare 備用",""
"73050000","73059999","8","","Paging Service 傳呼服務","","Telecom Digital Data Limited 電訊數碼信息有限公司",""
"73060000","73069999","8","","Paging Service 傳呼服務","","Telecom Digital Data Limited 電訊數碼信息有限公司",""
"73070000","73079999","8","","Mobile Service 流動服務","","** Spare 備用",""
"73080000","73089999","8","","Paging Service 傳呼服務","","Telecom Digital Data Limited 電訊數碼信息有限公司",""
"73090000","73209999","8","","Mobile Service 流動服務","","** Spare 備用",""
"73210000","73219999","8","","Paging Service 傳呼服務","","Telecom Digital Data Limited 電訊數碼信息有限公司",""
"73220000","73229999","8","","Mobile Service 流動服務","","** Spare 備用",""
"73230000","73239999","8","","Paging Service 傳呼服務","","Telecom Digital Data Limited 電訊數碼信息有限公司",""
"73240000","73269999","8","","Mobile Service 流動服務","","** Spare 備用",""
"73270000","73279999","8","","Paging Service 傳呼服務","","Telecom Digital Data Limited 電訊數碼信息有限公司",""
"73280000","73289999","8","","Paging Service 傳呼服務","","Telecom Digital Data Limited 電訊數碼信息有限公司",""
"73290000","73309999","8","","Mobile Service 流動服務","","** Spare 備用",""
"73310000","73319999","8","","Paging Service 傳呼服務","","Telecom Digital Data Limited 電訊數碼信息有限公司",""
"73320000","73329999","8","","Mobile Service 流動服務","","** Spare 備用",""
"73330000","73339999","8","","Paging Service 傳呼服務","","Telecom Digital Data Limited 電訊數碼信息有限公司",""
"73340000","73369999","8","","Mobile Service 流動服務","","** Spare 備用",""
"73370000","73379999","8","","Paging Service 傳呼服務","","Telecom Digital Data Limited 電訊數碼信息有限公司",""
"73380000","73729999","8","","Mobile Service 流動服務","","** Spare 備用",""
"73730000","73739999","8","Y","Mobile Service 流動服務","","** Reserved 預留",""
"73740000","73819999","8","","Mobile Service 流動服務","","** Spare 備用",""
"73820000","73829999","8","","Paging Service 傳呼服務","","Telecom Digital Data Limited 電訊數碼信息有限公司",""
"73830000","73879999","8","","Mobile Service 流動服務","","** Spare 備用",""
"73880000","73889999","8","","Paging Service 傳呼服務","","Telecom Digital Data Limited 電訊數碼信息有限公司",""
"73890000","73999999","8","","Mobile Service 流動服務","","** Spare 備用",""
"74-","79-","","","Others 其他","** Migration / Digit-upgrade 網絡升級用","** Reserved 預留",""
"800000000","800899999","9","","Fixed Services 固網服務","Freephone 免費電話","** Spare 備用",""
"800900000","800901999","9","","Fixed Services 固網服務","Freephone 免費電話","Reach Networks Hong Kong Limited and Reach Cable Networks Limited 國際環球通訊網絡(香港)有限公司 及 香港國際電訊有限公司",""
"800902000","800902999","9","","Fixed Services 固網服務","Freephone 免費電話","PCCW-HKT Telephone Limited and Hong Kong Telecommunications (HKT) Limited",""
"800903000","800903999","9","","Fixed Services 固網服務","Freephone 免費電話","Reach Networks Hong Kong Limited and Reach Cable Networks Limited 國際環球通訊網絡(香港)有限公司 及 香港國際電訊有限公司",""
"800904000","800904999","9","","Fixed Services 固網服務","Freephone 免費電話","** Spare - open for application 備用/供申請使用",""
"800905000","800905999","9","","Fixed Services 固網服務","Freephone 免費電話","Reach Networks Hong Kong Limited and Reach Cable Networks Limited 國際環球通訊網絡(香港)有限公司 及 香港國際電訊有限公司",""
"800906000","800906999","9","","Fixed Services 固網服務","Freephone 免費電話","PCCW-HKT Telephone Limited and Hong Kong Telecommunications (HKT) Limited",""
"800907000","800907999","9","","Fixed Services 固網服務","Freephone 免費電話","** Spare - open for application 備用/供申請使用",""
"800908000","800908999","9","","Fixed Services 固網服務","Freephone 免費電話","Reach Networks Hong Kong Limited and Reach Cable Networks Limited 國際環球通訊網絡(香港)有限公司 及 香港國際電訊有限公司",""
"800909000","800909999","9","","Fixed Services 固網服務","Freephone 免費電話","** Spare - open for application 備用/供申請使用",""
"800910000","800929999","9","","Fixed Services 固網服務","Freephone 免費電話","** Spare 備用",""
"800930000","800930999","9","","Fixed Services 固網服務","Freephone 免費電話","Reach Networks Hong Kong Limited and Reach Cable Networks Limited 國際環球通訊網絡(香港)有限公司 及 香港國際電訊有限公司",""
"800931000","800931999","9","","Fixed Services 固網服務","Freephone 免費電話","PCCW-HKT Telephone Limited and Hong Kong Telecommunications (HKT) Limited",""
"800932000","800932999","9","","Fixed Services 固網服務","Freephone 免費電話","HKBN Enterprise Solutions Limited 香港寬頻企業方案有限公司",""
"800933000","800933999","9","","Fixed Services 固網服務","Freephone 免費電話","Reach Networks Hong Kong Limited and Reach Cable Networks Limited 國際環球通訊網絡(香港)有限公司 及 香港國際電訊有限公司",""
"800934000","800934999","9","","Fixed Services 固網服務","Freephone 免費電話","** Spare - open for application 備用/供申請使用",""
"800935000","800935999","9","","Fixed Services 固網服務","Freephone 免費電話","HKBN Enterprise Solutions HK Limited 香港寬頻企業方案香港有限公司",""
"800936000","800937999","9","","Fixed Services 固網服務","Freephone 免費電話","HGC Global Communications Limited 環球全域電訊有限公司",""
"800938000","800938999","9","","Fixed Services 固網服務","Freephone 免費電話","PCCW-HKT Telephone Limited and Hong Kong Telecommunications (HKT) Limited",""
"800939000","800939999","9","","Fixed Services 固網服務","Freephone 免費電話","HKBN Enterprise Solutions HK Limited 香港寬頻企業方案香港有限公司",""
"800940000","800943999","9","","Fixed Services 固網服務","Freephone 免費電話","** Spare - open for application 備用/供申請使用",""
"800944000","800944999","9","","Fixed Services 固網服務","Freephone 免費電話","Hong Kong Broadband Network Limited 香港寬頻網絡有限公司",""
"800945000","800949999","9","","Fixed Services 固網服務","Freephone 免費電話","** Spare - open for application 備用/供申請使用",""
"800950000","800959999","9","","Fixed Services 固網服務","Freephone 免費電話","** Spare 備用",""
"800960000","800968999","9","","Fixed Services 固網服務","Freephone 免費電話","Reach Networks Hong Kong Limited and Reach Cable Networks Limited 國際環球通訊網絡(香港)有限公司 及 香港國際電訊有限公司",""
"800969000","800969999","9","","Fixed Services 固網服務","Freephone 免費電話","PCCW-HKT Telephone Limited and Hong Kong Telecommunications (HKT) Limited",""
"800970000","800999999","9","","Fixed Services 固網服務","Freephone 免費電話","** Spare 備用",""
"801000000","807999999","9","","Fixed Services 固網服務","Freephone 免費電話","** Reserved 預留",""
"808000000","808999999","9","Y","Fixed Services 固網服務","Freephone 免費電話","** Reserved 預留",""
"809000000","809999999","9","","Fixed Services 固網服務","Freephone 免費電話","** Reserved 預留",""
"81000000","81099999","8","","Personal Number Service 個人號碼服務","","PCCW-HKT Telephone Limited and Hong Kong Telecommunications (HKT) Limited",""
"81100000","81199999","8","","Personal Number Service 個人號碼服務","","HKBN Enterprise Solutions HK Limited 香港寬頻企業方案香港有限公司",""
"81200000","81299999","8","","Personal Number Service 個人號碼服務","","HGC Global Communications Limited 環球全域電訊有限公司",""
"81300000","81399999","8","","Personal Number Service 個人號碼服務","","HKBN Enterprise Solutions Limited 香港寬頻企業方案有限公司",""
"81400000","81499999","8","","Personal Number Service 個人號碼服務","","Hong Kong Broadband Network Limited 香港寬頻網絡有限公司",""
"81500000","81599999","8","","Mobile Service 流動服務","","** Spare 備用",""
"81600000","81671999","8","","Personal Number Service 個人號碼服務","","Hong Kong Broadband Network Limited 香港寬頻網絡有限公司",""
"81672000","81672999","8","","Mobile Service 流動服務","","** Spare 備用",""
"81673000","81699999","8","","Personal Number Service 個人號碼服務","","Hong Kong Broadband Network Limited 香港寬頻網絡有限公司",""
"81700000","81799999","8","","Personal Number Service 個人號碼服務","","HGC Global Communications Limited 環球全域電訊有限公司",""
"81800000","81809999","8","","Mobile Service 流動服務","","** Spare 備用",""
"81810000","81819999","8","Y","Mobile Service 流動服務","","** Reserved 預留",""
"81820000","81899999","8","","Mobile Service 流動服務","","** Spare 備用",""
"81900000","81999999","8","","Personal Number Service 個人號碼服務","","HGC Global Communications Limited 環球全域電訊有限公司",""
"82000000","82099999","8","","Personal Number Service 個人號碼服務","","PCCW-HKT Telephone Limited and Hong Kong Telecommunications (HKT) Limited",""
"82100000","82199999","8","","Personal Number Service 個人號碼服務","","HKBN Enterprise Solutions HK Limited 香港寬頻企業方案香港有限公司",""
"82200000","82299999","8","","Personal Number Service 個人號碼服務","","HKBN Enterprise Solutions HK Limited 香港寬頻企業方案香港有限公司",""
"82300000","82399999","8","","Personal Number Service 個人號碼服務","","HKBN Enterprise Solutions Limited 香港寬頻企業方案有限公司",""
"82400000","82499999","8","","Mobile Service 流動服務","","** Spare 備用",""
"82500000","82599999","8","","Mobile Service 流動服務","","** Spare 備用",""
"82600000","82678999","8","","Personal Number Service 個人號碼服務","","Hong Kong Broadband Network Limited 香港寬頻網絡有限公司",""
"82679000","82679999","8","","Mobile Service 流動服務","","** Spare 備用",""
"82680000","82699999","8","","Personal Number Service 個人號碼服務","","Hong Kong Broadband Network Limited 香港寬頻網絡有限公司",""
"82700000","82749999","8","","Mobile Service 流動服務","","** Spare 備用",""
"82750000","82799999","8","","Mobile Service 流動服務","","** Spare 備用",""
"82800000","82819999","8","","Mobile Service 流動服務","","** Spare 備用",""
"82820000","82829999","8","Y","Mobile Service 流動服務","","** Reserved 預留",""
"82830000","82899999","8","","Mobile Service 流動服務","","** Spare 備用",""
"82900000","82999999","8","","Mobile Service 流動服務","","** Spare 備用",""
"83000000","83099999","8","","Personal Number Service 個人號碼服務","","PCCW-HKT Telephone Limited and Hong Kong Telecommunications (HKT) Limited",""
"83100000","83199999","8","","Mobile Service 流動服務","","** Spare 備用",""
"83200000","83200999","8","","Personal Number Service 個人號碼服務","","ComNet Telecom (HK) Limited 信通電話(香港)有限公司",""
"83201000","83209999","8","","Mobile Service 流動服務","","** Spare 備用",""
"83210000","83249999","8","","Mobile Service 流動服務","","** Spare 備用",""
"83250000","83289999","8","","Mobile Service 流動服務","","** Spare 備用",""
"83290000","83299999","8","","Personal Number Service 個人號碼服務","","SmarTone Communications Limited",""
"83300000","83399999","8","","Personal Number Service 個人號碼服務","","HKBN Enterprise Solutions Limited 香港寬頻企業方案有限公司",""
"83400000","83499999","8","","Personal Number Service 個人號碼服務","","Hong Kong Broadband Network Limited 香港寬頻網絡有限公司",""
"83500000","83599999","8","","Mobile Service 流動服務","","** Spare 備用",""
"83600000","83699999","8","","Mobile Service 流動服務","","** Spare 備用",""
"83700000","83705999","8","","Personal Number Service 個人號碼服務","","Hong Kong Broadband Network Limited 香港寬頻網絡有限公司",""
"83706000","83709999","8","","Mobile Service 流動服務","","** Spare 備用",""
"83710000","83799999","8","","Mobile Service 流動服務","","** Spare 備用",""
"83800000","83829999","8","","Mobile Service 流動服務","","** Spare 備用",""
"83830000","83839999","8","Y","Mobile Service 流動服務","","** Reserved 預留",""
"83840000","83899999","8","","Mobile Service 流動服務","","** Spare 備用",""
"83900000","83999999","8","","Mobile Service 流動服務","","** Spare 備用",""
"84000000","84099999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"84100000","84199999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"84200000","84299999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"84300000","84399999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"84400000","84429999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"84430000","84799999","8","","Mobile Service 流動服務","","** Spare - open for application 備用/供申請使用",""
"84800000","84809999","8","","Mobile Service 流動服務","","China Telecom Global Limited 中國電信國際有限公司",""
"84810000","84819999","8","","Mobile Service 流動服務","","Sun Mobile Limited 新移動通訊有限公司",""
"84820000","84829999","8","","Mobile Service 流動服務","","Sun Mobile Limited 新移動通訊有限公司",""
"84830000","84839999","8","","Mobile Service 流動服務","","China Telecom Global Limited 中國電信國際有限公司",""
"84840000","84849999","8","Y","Mobile Service 流動服務","","** Reserved 預留",""
"84850000","84899999","8","","Mobile Service 流動服務","","SmarTone Mobile Communications Limited 數碼通電訊有限公司",""
"84900000","84999999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"85000000","85009999","8","","Mobile Service 流動服務","","** Spare 備用",""
"85010000","85099999","8","","Mobile Service 流動服務","","** Spare 備用",""
"85100000","85199999","8","","Mobile Service 流動服務","","** Spare 備用",""
"852-","852-","8","Y","Others 其他","","** Reserved 預留",""
"85300000","85799999","8","","Mobile Service 流動服務","","** Spare 備用",""
"85800000","85849999","8","","Mobile Service 流動服務","","** Spare 備用",""
"85850000","85859999","8","Y","Mobile Service 流動服務","","** Reserved 預留",""
"85860000","85899999","8","","Mobile Service 流動服務","","** Spare 備用",""
"85900000","85999999","8","","Mobile Service 流動服務","","** Spare 備用",""
"86000000","86799999","8","","Mobile Service 流動服務","","** Spare 備用",""
"86800000","86859999","8","","Mobile Service 流動服務","","** Spare 備用",""
"86860000","86869999","8","Y","Mobile Service 流動服務","","** Reserved 預留",""
"86870000","86899999","8","","Mobile Service 流動服務","","** Spare 備用",""
"86900000","86999999","8","","Mobile Service 流動服務","","** Spare 備用",""
"87000000","87799999","8","","Mobile Service 流動服務","","** Spare 備用",""
"87800000","87869999","8","","Mobile Service 流動服務","","** Spare 備用",""
"87870000","87879999","8","Y","Mobile Service 流動服務","","** Reserved 預留",""
"87880000","87899999","8","","Mobile Service 流動服務","","** Spare 備用",""
"87900000","87999999","8","","Mobile Service 流動服務","","** Spare 備用",""
"88-","88-","N/A","Y","Others 其他","** Migration / Digit-upgrade 網絡升級用","** Reserved 預留",""
"89000000","89099999","8","","Mobile Service 流動服務","","** Spare 備用",""
"89100000","89799999","8","","Mobile Service 流動服務","","** Spare 備用",""
"89800000","89889999","8","","Mobile Service 流動服務","","** Spare 備用",""
"89890000","89899999","8","Y","Mobile Service 流動服務","","** Reserved 預留",""
"89900000","89999999","8","","Mobile Service 流動服務","","** Spare 備用",""
"90000000000","90000999999","11","","Fixed Services 固網服務","Information Service 資訊服務","PCCW-HKT Telephone Limited and Hong Kong Telecommunications (HKT) Limited","Sponsored Service 贊助服務"
"90001000000","90001999999","11","","Fixed Services 固網服務","Information Service 資訊服務","HKBN Enterprise Solutions HK Limited 香港寬頻企業方案香港有限公司","Sponsored Service 贊助服務"
"90002000000","90002999999","11","","Fixed Services 固網服務","Information Service 資訊服務","HGC Global Communications Limited 環球全域電訊有限公司","Sponsored Service 贊助服務"
"90003000000","90003999999","11","","Fixed Services 固網服務","Information Service 資訊服務","HKBN Enterprise Solutions Limited 香港寬頻企業方案有限公司","Sponsored Service 贊助服務"
"90004000000","90004099999","11","","Fixed Services 固網服務","Information Service 資訊服務","Hong Kong Broadband Network Limited 香港寬頻網絡有限公司","Sponsored Service 贊助服務"
"90004100000","90004999999","11","","Fixed Services 固網服務","Information Service 資訊服務","","Sponsored Service 贊助服務"
"90005000000","90005099999","11","","Fixed Services 固網服務","Information Service 資訊服務","ComNet Telecom (HK) Limited 信通電話(香港)有限公司","Sponsored Service 贊助服務"
"90005100000","90009999999","11","","Fixed Services 固網服務","Information Service 資訊服務","","Sponsored Service 贊助服務"
"90010000000","90019999999","11","","Fixed Services 固網服務","Information Service 資訊服務","",""
"90020000000","90020999999","11","","Fixed Services 固網服務","Information Service 資訊服務","PCCW-HKT Telephone Limited and Hong Kong Telecommunications (HKT) Limited","For Children 兒童資訊"
"90021000000","90021999999","11","","Fixed Services 固網服務","Information Service 資訊服務","HKBN Enterprise Solutions HK Limited 香港寬頻企業方案香港有限公司","For Children 兒童資訊"
"90022000000","90022999999","11","","Fixed Services 固網服務","Information Service 資訊服務","HGC Global Communications Limited 環球全域電訊有限公司","For Children 兒童資訊"
"90023000000","90023999999","11","","Fixed Services 固網服務","Information Service 資訊服務","HKBN Enterprise Solutions Limited 香港寬頻企業方案有限公司","For Children 兒童資訊"
"90024000000","90024099999","11","","Fixed Services 固網服務","Information Service 資訊服務","Hong Kong Broadband Network Limited 香港寬頻網絡有限公司","For Children 兒童資訊"
"90024100000","90024999999","11","","Fixed Services 固網服務","Information Service 資訊服務","","For Children 兒童資訊"
"90025000000","90025099999","11","","Fixed Services 固網服務","Information Service 資訊服務","ComNet Telecom (HK) Limited 信通電話(香港)有限公司","For Children 兒童資訊"
"90025100000","90029999999","11","","Fixed Services 固網服務","Information Service 資訊服務","","For Children 兒童資訊"
"90030000","90030999","5-8","","Fixed Services 固網服務","Information Service 資訊服務","PCCW-HKT Telephone Limited and Hong Kong Telecommunications (HKT) Limited","Mass Calling Service 高業務量電話線"
"90031000","90031999","5-8","","Fixed Services 固網服務","Information Service 資訊服務","HKBN Enterprise Solutions HK Limited 香港寬頻企業方案香港有限公司","Mass Calling Service 高業務量電話線"
"90032000","90032999","5-8","","Fixed Services 固網服務","Information Service 資訊服務","HGC Global Communications Limited 環球全域電訊有限公司","Mass Calling Service 高業務量電話線"
"90033000","90033999","5-8","","Fixed Services 固網服務","Information Service 資訊服務","HKBN Enterprise Solutions Limited 香港寬頻企業方案有限公司","Mass Calling Service 高業務量電話線"
"90034000","90034099","5-8","","Fixed Services 固網服務","Information Service 資訊服務","Hong Kong Broadband Network Limited 香港寬頻網絡有限公司","Mass Calling Service 高業務量電話線"
"90034100","90034999","5-8","","Fixed Services 固網服務","Information Service 資訊服務","","Mass Calling Service 高業務量電話線"
"90035000","90035099","5-8","","Fixed Services 固網服務","Information Service 資訊服務","ComNet Telecom (HK) Limited 信通電話(香港)有限公司","Mass Calling Service 高業務量電話線"
"90035100","90039999","5-8","","Fixed Services 固網服務","Information Service 資訊服務","","Mass Calling Service 高業務量電話線"
"90040000000","90040999999","11","","Fixed Services 固網服務","Information Service 資訊服務","PCCW-HKT Telephone Limited and Hong Kong Telecommunications (HKT) Limited","Interactive Service 互動式資訊"
"90041000000","90041999999","11","","Fixed Services 固網服務","Information Service 資訊服務","HKBN Enterprise Solutions HK Limited 香港寬頻企業方案香港有限公司","Interactive Service 互動式資訊"
"90042000000","90042999999","11","","Fixed Services 固網服務","Information Service 資訊服務","HGC Global Communications Limited 環球全域電訊有限公司","Interactive Service 互動式資訊"
"90043000000","90043999999","11","","Fixed Services 固網服務","Information Service 資訊服務","HKBN Enterprise Solutions Limited 香港寬頻企業方案有限公司","Interactive Service 互動式資訊"
"90044000000","90044099999","11","","Fixed Services 固網服務","Information Service 資訊服務","Hong Kong Broadband Network Limited 香港寬頻網絡有限公司","Interactive Service 互動式資訊"
"90044100000","90044999999","11","","Fixed Services 固網服務","Information Service 資訊服務","","Interactive Service 互動式資訊"
"90045000000","90045099999","11","","Fixed Services 固網服務","Information Service 資訊服務","ComNet Telecom (HK) Limited 信通電話(香港)有限公司","Interactive Service 互動式資訊"
"90045100000","90049999999","11","","Fixed Services 固網服務","Information Service 資訊服務","","Interactive Service 互動式資訊"
"90050000000","90059999999","11","","Fixed Services 固網服務","Information Service 資訊服務","",""
"90060000000","90060999999","11","","Fixed Services 固網服務","Information Service 資訊服務","PCCW-HKT Telephone Limited and Hong Kong Telecommunications (HKT) Limited","General Service 一般資訊"
"90061000000","90061999999","11","","Fixed Services 固網服務","Information Service 資訊服務","HKBN Enterprise Solutions HK Limited 香港寬頻企業方案香港有限公司","General Service 一般資訊"
"90062000000","90062999999","11","","Fixed Services 固網服務","Information Service 資訊服務","HGC Global Communications Limited 環球全域電訊有限公司","General Service 一般資訊"
"90063000000","90063999999","11","","Fixed Services 固網服務","Information Service 資訊服務","HKBN Enterprise Solutions Limited 香港寬頻企業方案有限公司","General Service 一般資訊"
"90064000000","90064099999","11","","Fixed Services 固網服務","Information Service 資訊服務","Hong Kong Broadband Network Limited 香港寬頻網絡有限公司","General Service 一般資訊"
"90064100000","90064999999","11","","Fixed Services 固網服務","Information Service 資訊服務","","General Service 一般資訊"
"90065000000","90065099999","11","","Fixed Services 固網服務","Information Service 資訊服務","ComNet Telecom (HK) Limited 信通電話(香港)有限公司","General Service 一般資訊"
"90065100000","90069999999","11","","Fixed Services 固網服務","Information Service 資訊服務","","General Service 一般資訊"
"90070000000","90079999999","11","","Fixed Services 固網服務","Information Service 資訊服務","",""
"90080000000","90089999999","11","","Fixed Services 固網服務","Information Service 資訊服務","",""
"90090000000","90090999999","11","","Fixed Services 固網服務","Information Service 資訊服務","PCCW-HKT Telephone Limited and Hong Kong Telecommunications (HKT) Limited","Special Information 特別資訊"
"90091000000","90091999999","11","","Fixed Services 固網服務","Information Service 資訊服務","HKBN Enterprise Solutions HK Limited 香港寬頻企業方案香港有限公司","Special Information 特別資訊"
"90092000000","90092999999","11","","Fixed Services 固網服務","Information Service 資訊服務","HGC Global Communications Limited 環球全域電訊有限公司","Special Information 特別資訊"
"90093000000","90093999999","11","","Fixed Services 固網服務","Information Service 資訊服務","HKBN Enterprise Solutions Limited 香港寬頻企業方案有限公司","Special Information 特別資訊"
"90094000000","90094099999","11","","Fixed Services 固網服務","Information Service 資訊服務","Hong Kong Broadband Network Limited 香港寬頻網絡有限公司","Special Information 特別資訊"
"90094100000","90094999999","11","","Fixed Services 固網服務","Information Service 資訊服務","","Special Information 特別資訊"
"90095000000","90095099999","11","","Fixed Services 固網服務","Information Service 資訊服務","ComNet Telecom (HK) Limited 信通電話(香港)有限公司","Special Information 特別資訊"
"90095100000","90099999999","11","","Fixed Services 固網服務","Information Service 資訊服務","","Special Information 特別資訊"
"90100000","90199999","8","","Mobile Service 流動服務","","SmarTone Mobile Communications Limited 數碼通電訊有限公司",""
"90200000","90299999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"90300000","90399999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"90400000","90499999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"90500000","90599999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"90600000","90699999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"90700000","90799999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"90800000","90899999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"90900000","90999999","8","Y","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"91000000","91099999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"91100000","91199999","N/A","","Others 其他","","** Reserved 預留",""
"91200000","91299999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"91300000","91399999","8","","Mobile Service 流動服務","","SmarTone Mobile Communications Limited 數碼通電訊有限公司",""
"91400000","91499999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"91500000","91599999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"91600000","91699999","8","","Mobile Service 流動服務","","SmarTone Mobile Communications Limited 數碼通電訊有限公司",""
"91700000","91799999","8","","Mobile Service 流動服務","","SmarTone Mobile Communications Limited 數碼通電訊有限公司",""
"91800000","91899999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"91900000","91999999","8","Y","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"92000000","92099999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"92100000","92199999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"92200000","92299999","8","","Mobile Service 流動服務","","SmarTone Mobile Communications Limited 數碼通電訊有限公司",""
